id,booking_status_pred,Probability
42526,1,0.80936956
42527,0,0.29629898
42528,1,0.5136179
42529,0,0.19527394
42530,1,0.5940916
42531,1,0.8283724
42532,0,0.11399041
42533,0,0.44289526
42534,0,0.04423987
42535,1,0.917028
42536,0,0.1449436
42537,0,0.08067462
42538,1,0.6130735
42539,0,0.21281599
42540,0,0.20215973
42541,0,0.17715703
42542,0,0.26821944
42543,0,0.3395116
42544,0,0.015175915
42545,1,0.81713825
42546,0,0.04145299
42547,0,0.24741493
42548,0,0.49834302
42549,0,0.26413646
42550,0,0.33525237
42551,1,0.944785
42552,1,0.6257148
42553,0,0.0049167774
42554,0,0.17740516
42555,0,0.28694847
42556,0,0.12943216
42557,0,0.40771574
42558,0,0.24152042
42559,0,0.04763756
42560,0,0.1727679
42561,1,0.670103
42562,1,0.76532644
42563,1,0.59620845
42564,0,0.41867116
42565,1,0.7074273
42566,1,0.96028215
42567,0,0.21018203
42568,0,0.04131083
42569,0,0.17458266
42570,0,0.32600838
42571,0,2.7202993e-06
42572,0,0.4147212
42573,0,0.32527885
42574,1,0.5445803
42575,1,0.7660127
42576,0,0.12665565
42577,0,0.12739822
42578,0,0.005807089
42579,0,0.016069885
42580,0,8.383295e-20
42581,1,0.9177409
42582,0,0.092578486
42583,0,0.017727438
42584,0,0.016967565
42585,0,0.1070226
42586,0,0.0048736534
42587,1,0.75543505
42588,0,0.1997835
42589,1,0.63171023
42590,1,0.9215208
42591,0,0.19786361
42592,0,0.16701466
42593,1,0.50831324
42594,0,0.017185114
42595,0,0.20018616
42596,0,0.35018176
42597,0,0.125518
42598,0,0.2902799
42599,0,0.2735689
42600,0,0.00018312443
42601,1,0.566171
42602,1,0.69636
42603,0,0.13453873
42604,1,0.6973045
42605,1,0.5345519
42606,1,0.7114225
42607,0,0.28036165
42608,0,0.19221506
42609,0,8.2852726e-05
42610,1,0.6613683
42611,1,0.6972922
42612,0,0.022283373
42613,0,0.06404254
42614,0,0.002447137
42615,0,0.12288421
42616,1,0.80552244
42617,0,0.32647446
42618,1,0.5169143
42619,0,0.20834337
42620,1,0.8188445
42621,1,0.7139361
42622,0,0.42026857
42623,1,0.71859986
42624,0,0.02019564
42625,0,0.19519633
42626,1,0.8237918
42627,1,0.63103503
42628,1,0.74846584
42629,1,0.7542575
42630,1,0.8985001
42631,0,0.43270427
42632,0,0.004250323
42633,0,0.041505218
42634,0,0.2760267
42635,0,0.12442371
42636,0,0.43466407
42637,0,0.2961455
42638,0,0.0062021865
42639,1,0.5680672
42640,0,0.070232004
42641,0,0.07650658
42642,0,0.24646941
42643,0,0.20635983
42644,0,0.21326943
42645,1,0.5922133
42646,1,0.73057103
42647,0,0.1282466
42648,0,0.07840014
42649,0,0.14567216
42650,1,0.6461921
42651,0,0.11040417
42652,0,0.13655017
42653,0,0.18772548
42654,0,0.12983362
42655,0,0.115735345
42656,0,0.36717725
42657,1,0.77437294
42658,0,0.06580482
42659,0,0.4685415
42660,0,0.3744463
42661,0,0.29393607
42662,1,0.899511
42663,0,0.020727133
42664,0,0.06464676
42665,0,0.35731205
42666,1,0.71775013
42667,0,0.023994433
42668,0,0.031128507
42669,1,0.83643055
42670,1,0.86009705
42671,0,0.18941897
42672,1,0.9280657
42673,0,0.20045626
42674,0,0.00097571337
42675,0,0.32373196
42676,0,0.19534525
42677,1,0.58333755
42678,0,0.18021134
42679,0,0.21134144
42680,0,0.4840116
42681,0,0.008697996
42682,1,0.7637292
42683,1,0.9204962
42684,0,0.018749256
42685,0,0.17347416
42686,0,0.23707433
42687,0,0.036976688
42688,1,0.5499527
42689,1,0.8807511
42690,0,0.19263399
42691,0,0.008161663
42692,0,0.044212885
42693,1,0.64922786
42694,0,0.094301604
42695,0,0.34980062
42696,1,0.63716567
42697,0,0.35784373
42698,0,0.24527974
42699,1,0.5919639
42700,0,0.4091581
42701,0,0.00073715526
42702,0,0.04699608
42703,0,0.32360402
42704,0,0.13183017
42705,0,0.009250473
42706,0,0.05948416
42707,0,0.0033803245
42708,0,0.046971567
42709,0,0.0013475587
42710,0,0.39685845
42711,0,0.29913518
42712,1,0.55923706
42713,0,0.010580367
42714,0,0.12754983
42715,0,0.09651407
42716,1,0.57465136
42717,0,0.014240696
42718,0,0.04313894
42719,0,0.029888589
42720,1,0.69955176
42721,1,0.71590286
42722,0,0.26034522
42723,0,0.29143584
42724,0,0.35885495
42725,0,0.0055241175
42726,0,0.124073625
42727,1,0.8964511
42728,0,0.13508558
42729,1,0.91956615
42730,0,0.38137075
42731,0,0.04486778
42732,1,0.83985287
42733,1,0.73927164
42734,0,0.16614215
42735,0,0.20136683
42736,1,0.8681936
42737,0,0.40359527
42738,0,0.04906841
42739,0,0.30523846
42740,0,0.20615152
42741,1,0.8512239
42742,0,0.007048353
42743,1,0.60559595
42744,1,0.7962436
42745,1,0.8130425
42746,0,0.11627087
42747,1,0.65451133
42748,1,0.9077663
42749,0,0.36928067
42750,1,0.5675163
42751,0,0.078400634
42752,0,0.052514795
42753,0,0.36792082
42754,0,0.47212097
42755,1,0.71070546
42756,0,0.12024275
42757,0,0.04017764
42758,1,0.71618456
42759,1,0.52702636
42760,0,0.4030455
42761,0,0.06534967
42762,1,0.91639394
42763,0,0.25758967
42764,1,0.8761767
42765,0,0.37748918
42766,0,0.025702534
42767,0,0.0016589313
42768,1,0.5620437
42769,0,0.23740266
42770,0,0.10958763
42771,1,0.8827684
42772,0,0.15734923
42773,1,0.55785054
42774,0,0.030703673
42775,0,0.0070420858
42776,0,0.03555714
42777,0,0.20260128
42778,0,0.39101022
42779,0,0.24301605
42780,0,0.01586563
42781,1,0.5315169
42782,0,0.06652168
42783,0,0.4368281
42784,1,0.7046858
42785,0,0.46243304
42786,0,2.456052e-16
42787,1,0.56030095
42788,0,0.38407376
42789,1,0.92246705
42790,0,0.16321994
42791,0,0.04193916
42792,0,0.30037376
42793,0,0.08848741
42794,0,0.29289037
42795,1,0.6468979
42796,1,0.85922676
42797,0,0.06828931
42798,1,0.7222026
42799,0,0.041118376
42800,1,0.72279763
42801,1,0.7415152
42802,0,0.13877319
42803,0,0.10744573
42804,0,0.08644259
42805,0,0.013021072
42806,1,0.58118594
42807,0,0.22667947
42808,0,0.00012697207
42809,0,0.117816396
42810,1,0.83614403
42811,1,0.74647737
42812,0,0.26878566
42813,1,0.75127405
42814,1,0.5327419
42815,0,0.07002893
42816,0,0.027672376
42817,1,0.5918025
42818,0,0.26309207
42819,0,0.12508404
42820,1,0.6444922
42821,0,0.0062938076
42822,1,0.7194551
42823,1,0.8405847
42824,0,0.1308737
42825,0,0.0015885375
42826,1,0.90284514
42827,0,0.3953288
42828,1,0.6473026
42829,0,0.32694307
42830,1,0.866475
42831,1,0.915404
42832,0,0.15642475
42833,1,0.8055746
42834,0,0.15099044
42835,1,0.8498031
42836,0,0.3793541
42837,1,0.8039479
42838,0,0.040512275
42839,1,0.67678016
42840,0,0.013150454
42841,0,7.7622746e-05
42842,0,0.2612323
42843,1,0.78050095
42844,0,0.2269249
42845,0,0.043644886
42846,1,0.74519694
42847,0,0.12866856
42848,0,0.0037920629
42849,0,0.054542214
42850,0,0.1592205
42851,1,0.5768318
42852,0,0.49904656
42853,1,0.81800544
42854,0,0.03872297
42855,0,0.00741018
42856,0,0.13405651
42857,1,0.84523386
42858,0,0.08622946
42859,0,0.005531174
42860,0,0.43215004
42861,0,0.03705812
42862,0,0.00093231304
42863,0,0.0061676446
42864,1,0.9071244
42865,1,0.7471339
42866,0,0.122303195
42867,0,0.2207135
42868,1,0.79783624
42869,0,0.013606634
42870,0,0.07693965
42871,1,0.8134327
42872,0,0.24155189
42873,0,0.17053524
42874,0,0.27637085
42875,1,0.6410322
42876,1,0.50889134
42877,0,0.2851386
42878,0,0.38593587
42879,0,0.41369233
42880,0,0.018305061
42881,0,0.0016598192
42882,1,0.8569844
42883,1,0.69785196
42884,0,0.088299505
42885,1,0.9068051
42886,1,0.7840498
42887,0,0.23332809
42888,0,0.25096458
42889,1,0.7801767
42890,1,0.75347966
42891,0,0.202182
42892,0,0.25972286
42893,0,0.10465846
42894,0,0.007533507
42895,0,0.41378266
42896,0,0.078874856
42897,1,0.57234883
42898,1,0.90163475
42899,0,0.14032382
42900,0,0.20301008
42901,1,0.7682
42902,0,0.18914913
42903,1,0.5279191
42904,1,0.595413
42905,0,0.0835609
42906,0,0.18227775
42907,1,0.6498262
42908,1,0.70795804
42909,0,0.3551463
42910,0,0.008093795
42911,1,0.92972755
42912,0,0.26325035
42913,0,0.12333148
42914,0,0.27795243
42915,1,0.5863488
42916,0,0.0007101477
42917,0,0.04679483
42918,0,0.40391922
42919,0,0.37867576
42920,0,0.3418957
42921,1,0.83581316
42922,1,0.6906294
42923,1,0.927662
42924,1,0.7300002
42925,0,0.4714115
42926,0,0.011894382
42927,0,0.0687939
42928,0,0.34984857
42929,0,0.020288927
42930,1,0.61412144
42931,0,0.3670486
42932,1,0.90316063
42933,0,0.040034045
42934,1,0.94311494
42935,0,0.18055159
42936,1,0.80172855
42937,1,0.770641
42938,1,0.9336429
42939,0,0.21003394
42940,1,0.5399823
42941,1,0.5279151
42942,0,0.122535445
42943,1,0.8403214
42944,0,0.18319458
42945,1,0.69638497
42946,0,0.27545264
42947,0,0.08077542
42948,1,0.5594926
42949,0,0.010284651
42950,1,0.7849741
42951,0,0.14904259
42952,0,0.22753797
42953,1,0.8381757
42954,0,0.40980887
42955,1,0.89568
42956,0,0.3320968
42957,1,0.5685293
42958,0,0.3866449
42959,0,0.25138044
42960,0,0.12481209
42961,1,0.5252082
42962,1,0.92881286
42963,0,0.1373936
42964,0,0.048745655
42965,0,0.0009581124
42966,1,0.8981305
42967,1,0.729684
42968,0,0.007965807
42969,0,0.1842392
42970,0,0.10673137
42971,0,0.30604777
42972,1,0.750379
42973,1,0.7565607
42974,0,0.063258715
42975,0,0.19529927
42976,0,0.20963432
42977,0,0.11442928
42978,1,0.6007223
42979,0,0.18833365
42980,1,0.5409684
42981,0,0.48032948
42982,0,0.16645895
42983,0,0.13352379
42984,0,0.45931634
42985,1,0.53748214
42986,0,0.44680122
42987,1,0.9500957
42988,0,0.04718229
42989,0,0.1838987
42990,1,0.70613813
42991,0,0.08923575
42992,0,0.07858474
42993,0,0.07576009
42994,1,0.6322747
42995,1,0.6264393
42996,0,0.17645827
42997,1,0.5017359
42998,1,0.82524794
42999,1,0.84201175
43000,0,0.3226718
43001,0,0.24894057
43002,0,0.3423893
43003,1,0.68204
43004,1,0.80243194
43005,0,0.26277173
43006,1,0.7834087
43007,0,0.2965508
43008,0,0.1846955
43009,0,0.25743252
43010,1,0.544303
43011,0,0.19589642
43012,0,0.4764454
43013,0,0.40300167
43014,1,0.64334196
43015,0,0.16569346
43016,1,0.51546884
43017,0,0.2524557
43018,0,0.018123262
43019,0,0.36082682
43020,1,0.8094692
43021,0,0.309494
43022,0,0.40289977
43023,1,0.670969
43024,0,0.091281526
43025,1,0.50071895
43026,1,0.63369447
43027,0,0.07161434
43028,0,0.24235345
43029,1,0.5906578
43030,0,0.13118373
43031,0,0.022868855
43032,0,0.0067156693
43033,1,0.7957557
43034,0,0.23688921
43035,0,0.3135675
43036,0,0.02995361
43037,0,0.015482303
43038,0,0.36786985
43039,0,0.17284304
43040,0,0.15234146
43041,0,0.15387656
43042,0,3.5866756e-22
43043,1,0.76340413
43044,0,0.068612374
43045,0,0.21194455
43046,1,0.82922983
43047,0,0.19213977
43048,0,0.19493383
43049,0,0.13046618
43050,1,0.6183917
43051,0,0.1142667
43052,0,0.013242647
43053,1,0.6755429
43054,0,0.18733375
43055,0,0.2509301
43056,0,0.26128536
43057,0,0.14377786
43058,1,0.9133397
43059,1,0.87748134
43060,0,0.0051877014
43061,0,0.06390154
43062,0,0.26698604
43063,1,0.63515973
43064,1,0.81703687
43065,1,0.51846886
43066,0,0.15266149
43067,0,0.14526182
43068,1,0.64952344
43069,0,0.024173269
43070,0,0.2685245
43071,0,6.157451e-05
43072,0,0.004744891
43073,0,0.26361114
43074,1,0.729434
43075,0,0.18849954
43076,0,0.00824354
43077,0,0.32082176
43078,0,0.36165833
43079,1,0.6028947
43080,0,0.12599598
43081,0,0.077952154
43082,0,0.1943594
43083,0,0.13300528
43084,0,0.016343946
43085,0,0.0001603974
43086,0,0.029167786
43087,1,0.58933043
43088,0,0.25016493
43089,1,0.90550965
43090,1,0.6087959
43091,1,0.8489739
43092,0,0.017396845
43093,1,0.9260146
43094,0,0.33333135
43095,0,0.003717535
43096,1,0.67602223
43097,0,0.14765961
43098,1,0.59704375
43099,1,0.72827095
43100,0,0.46175778
43101,0,0.2943044
43102,1,0.7043098
43103,0,0.052495874
43104,0,0.042456914
43105,0,0.4735144
43106,0,0.48227227
43107,1,0.60163206
43108,0,0.039097194
43109,0,0.2568883
43110,1,0.8348758
43111,1,0.5586514
43112,1,0.8227449
43113,0,0.23359323
43114,1,0.7347596
43115,0,0.2610672
43116,1,0.59483045
43117,0,0.16850773
43118,0,0.07913811
43119,1,0.7569396
43120,1,0.8176107
43121,0,0.11405082
43122,1,0.5561975
43123,1,0.7536824
43124,1,0.8890329
43125,1,0.6664126
43126,0,0.40288523
43127,1,0.5517187
43128,1,0.9217479
43129,1,0.77906364
43130,0,0.28379017
43131,1,0.52339303
43132,0,0.33366236
43133,1,0.82865465
43134,1,0.53345466
43135,1,0.55791026
43136,0,0.28757688
43137,0,0.31843984
43138,0,0.06169391
43139,0,0.20288542
43140,0,0.18408576
43141,0,0.112170175
43142,1,0.9296235
43143,0,0.44462463
43144,1,0.8047042
43145,1,0.90406495
43146,0,0.061088882
43147,0,0.26490423
43148,1,0.7474504
43149,0,0.034774598
43150,1,0.6984421
43151,0,0.08150587
43152,0,0.028488537
43153,0,0.10841264
43154,0,0.07215885
43155,0,0.27776906
43156,0,0.021966716
43157,0,0.0263435
43158,1,0.6257148
43159,0,0.24071218
43160,1,0.83289194
43161,0,0.03153904
43162,0,0.39108795
43163,0,0.023216473
43164,0,0.016477676
43165,1,0.650485
43166,0,0.022618467
43167,0,0.001573306
43168,0,0.00073332374
43169,1,0.5951351
43170,0,0.20487615
43171,1,0.8665937
43172,1,0.92383444
43173,0,0.18226086
43174,1,0.8518035
43175,1,0.9192314
43176,0,0.18658815
43177,0,0.03235454
43178,0,0.01673396
43179,1,0.52318823
43180,1,0.8478784
43181,0,0.19108817
43182,1,0.9471173
43183,0,0.0022001811
43184,0,0.3619752
43185,1,0.90826017
43186,0,1.6186375e-07
43187,1,0.6157541
43188,0,0.49143755
43189,0,0.042314086
43190,0,0.23370919
43191,0,0.25806606
43192,1,0.647272
43193,0,0.30153263
43194,0,0.43848112
43195,0,0.101325475
43196,1,0.63604057
43197,0,0.25639653
43198,1,0.83191764
43199,0,0.0025675714
43200,0,0.33800393
43201,1,0.7133205
43202,0,0.032681562
43203,0,0.058627713
43204,0,0.37499693
43205,0,0.101231135
43206,1,0.75976366
43207,0,0.00025119924
43208,1,0.9168439
43209,0,0.18291077
43210,0,0.33044183
43211,1,0.56729186
43212,0,0.4604138
43213,0,0.2968537
43214,0,0.066398464
43215,0,0.26150596
43216,1,0.64392155
43217,0,0.043712772
43218,1,0.6182233
43219,0,0.00031691304
43220,0,0.42612693
43221,1,0.51360184
43222,0,0.22916031
43223,0,0.0050936984
43224,0,0.053761594
43225,0,0.13102564
43226,1,0.6616693
43227,1,0.647797
43228,0,0.13962436
43229,0,0.18896608
43230,0,1.0763093e-05
43231,1,0.81629586
43232,1,0.50424796
43233,0,0.15178882
43234,0,0.06060886
43235,0,0.00081059436
43236,0,0.0053612436
43237,0,0.2960675
43238,0,0.16633356
43239,0,0.11082982
43240,0,0.0999472
43241,0,0.4035974
43242,0,0.23851576
43243,1,0.606574
43244,1,0.849599
43245,0,0.43173388
43246,0,0.003944837
43247,0,0.20945385
43248,1,0.6478907
43249,1,0.8002888
43250,1,0.7807857
43251,0,0.48946536
43252,1,0.92095345
43253,0,0.021160344
43254,1,0.80288947
43255,1,0.77752584
43256,1,0.7797129
43257,0,0.04463414
43258,1,0.90635407
43259,0,0.0023517355
43260,1,0.9137032
43261,0,0.35244775
43262,0,0.08577009
43263,0,0.45841658
43264,0,0.41337204
43265,1,0.5515175
43266,1,0.58944315
43267,0,0.18069667
43268,0,0.06412355
43269,0,0.00036575648
43270,1,0.776657
43271,0,0.11180066
43272,0,0.46931338
43273,1,0.89055604
43274,0,0.030851467
43275,0,0.25998628
43276,0,0.40521276
43277,0,0.42478755
43278,1,0.94447833
43279,1,0.7806708
43280,0,0.14183395
43281,0,0.05760765
43282,0,0.35442862
43283,1,0.76413035
43284,0,0.066218495
43285,0,0.16620064
43286,0,0.4480315
43287,0,0.42548838
43288,0,0.28113347
43289,1,0.8061306
43290,0,0.0011628957
43291,0,0.11093904
43292,0,0.09845999
43293,1,0.8152105
43294,0,0.40708235
43295,0,0.35838106
43296,1,0.83523685
43297,0,0.407526
43298,0,0.081886895
43299,0,0.16351527
43300,0,0.07904976
43301,0,0.19772643
43302,0,0.33128434
43303,0,0.2991185
43304,0,0.2759152
43305,0,0.055143014
43306,1,0.72681373
43307,0,0.08045538
43308,1,0.64905816
43309,1,0.893527
43310,0,0.44988135
43311,0,0.2549704
43312,0,0.018766494
43313,1,0.7929595
43314,0,0.37559503
43315,1,0.91325504
43316,0,0.46942928
43317,0,0.18324564
43318,0,0.31028578
43319,0,0.18698746
43320,1,0.6865673
43321,1,0.6953302
43322,0,0.30670235
43323,1,0.87056696
43324,0,0.38706985
43325,0,0.215337
43326,0,0.0072212135
43327,1,0.7811307
43328,0,0.35296196
43329,0,0.267302
43330,0,0.29401562
43331,0,0.05620384
43332,1,0.9358703
43333,0,0.19260786
43334,0,0.42972797
43335,0,0.012372127
43336,0,0.002390915
43337,1,0.7043668
43338,1,0.54037064
43339,0,0.08721567
43340,0,0.028977104
43341,1,0.89019245
43342,1,0.6569992
43343,1,0.7889926
43344,0,0.13789734
43345,0,0.31346717
43346,1,0.7671802
43347,0,0.4963737
43348,1,0.9296065
43349,0,0.11670607
43350,0,0.10787455
43351,1,0.80420643
43352,1,0.6427786
43353,1,0.89138764
43354,1,0.7139771
43355,0,0.4797619
43356,0,5.009821e-06
43357,1,0.8097167
43358,0,0.0037205385
43359,0,0.16250387
43360,0,0.3145073
43361,0,0.024343312
43362,0,0.067831375
43363,0,0.07524753
43364,0,0.22432324
